artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,maiuscule
King Crimson,"Conundrum (Live in NYC, Nov. 95)","VROOOM VROOOM (Live, 1995/96)",Album,2001-11-13,"VROOOM VROOOM (Live, Mexico City, Aug. 96) (05:00)/Coda Marine 475 (Live, Mexico City, Aug. 96) (02:39)/Dinosaur (Live, Mexico City, Aug. 96) (05:09)/B'Boom (Live, Mexico City, Aug. 96) (04:52)/THRAK (Live, Mexico City, Aug. 96) (06:38)/The Talking Drum (Live, Mexico City, Aug. 96) (04:04)/Larks' Tongues In Aspic, Pt. II (Live, Mexico City, Aug. 96) (06:14)/Neurotica (Live, Mexico City, Aug. 96) (03:39)/Prism (Live, Mexico City, Aug. 96) (04:25)/Red (Live, Mexico City, Aug. 96) (07:01)/Improv - Biker Babes Of The Rio Grande (Live, Mexico City, Aug. 96) (02:28)/21st Century Schizoid Man (Live, Mexico City, Aug. 96) (07:34)/Conundrum (Live in NYC, Nov. 95) (01:57)/Thela Hun Ginjeet (Live in NYC, Nov. 95) (06:44)/Frame By Frame (Live in NYC, Nov. 95) (05:11)/People (Live in NYC, Nov. 95) (06:12)/One Time (Live in NYC, Nov. 95) (05:52)/Sex Sleep Eat Drink Dream (Live in NYC, Nov. 95) (04:55)/Indiscipline (Live in NYC, Nov. 95) (07:16)/Improv - Two Sticks (Live in NYC, Nov. 95) (01:50)/Elephant Talk (Live in NYC, Nov. 95) (05:14)/Three Of A Perfect Pair (Live in NYC, Nov. 95) (04:16)/B'Boom (Live in NYC, Nov. 95) (03:47)/THRAK (Live in NYC, Nov. 95) (06:43)/Free As A Bird (Live in NYC, Nov. 95) (03:03)/Walking On Air (Live in Los Angeles, Jun. 95) (05:34",https://i.scdn.co/image/ab67616d00001e02df99175feca1d3b2a844d222,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
Judas Priest,The Four Horseman,Nostradamus,Album,2008-06-16,Dawn of Creation (02:31)/Prophecy (05:26)/Awakening (00:52)/Revelations (07:05)/The Four Horseman (01:35)/War (05:04)/Sands of Time (02:36)/Pestilence and Plague (05:08)/Death (07:33)/Peace (02:21)/Conquest (04:42)/Lost Love (04:28)/Persecution (06:34)/Solitude (01:22)/Exiled (06:32)/Alone (07:50)/Shadows in the Flame (01:10)/Visions (05:24)/Hope (02:09)/New Beginnings (04:56)/Calm Before the Storm (02:05)/Nostradamus (06:43)/Future of Mankind (08:29,https://i.scdn.co/image/ab67616d00001e02e885896f74db16a08ddc911e,Heavy Metal/Metal/Hard Rock/Glam Metal,Judas Priest,J
King Crimson,Providence,Red (Expanded & Remastered Original Album Mix),Album,1974-10-01,Red (06:15)/Fallen Angel (06:03)/One More Red Nightmare (07:10)/Providence (08:10)/Starless (12:24)/Improv: A Voyage To The Centre Of The Cosmos [Bonus Track] (14:58)/Improv: Providence (full version) [Bonus Track] (10:01)/Starless (live in Central Park) [Bonus Track] (12:03,https://i.scdn.co/image/ab67616d00001e023167627d9428094376a26a08,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
Tangerine Dream,Phaedra - Remastered 2018,Phaedra (Deluxe Version),Album,1974-02-20,Phaedra - Remastered 2018 (17:39)/Mysterious Semblance At The Strand Of Nightmares - Remastered 2018 (09:44)/Movements Of A Visionary - Remastered 2018 (07:57)/Sequent 'C' - Remastered 2018 (02:21)/Phaedra - Steven Wilson 2018 Stereo Remix (17:41)/Sequent 'C' - Steven Wilson 2018 Stereo Remix (02:20)/2nd Day (20:33)/Flute Organ Piece (10:59)/Phaedra - Out-Take Version 2A (20:34)/Phaedra - Out-Take Version 1 (11:45)/Phaedra - Out-Take Version 2B (05:43)/2nd Side Piece - Pt.1 (13:04)/2nd Side Piece - Pt.2 (09:19)/Organ Piece (05:47,https://i.scdn.co/image/ab67616d00001e02921345b3e2cf2166ee3ffa6a,Krautrock/Space Music/Space Rock/New Age/Progressive Rock/Ambient,Tangerine Dream,T
René Aubry,Avant la pluie (part II),Après la pluie,Album,1993-09-17,Avant la pluie (part.I) (01:45)/Avant la pluie (part II) (04:02)/Quintette (02:48)/Non ti amo piu (05:00)/Paso (04:05)/Take my hand (03:33)/Vertige (04:12)/Nuage (03:40)/Madame papillon (02:36)/Pomeriggio (05:13)/Chagrin (03:04)/Après la pluie (03:53,https://i.scdn.co/image/ab67616d00001e022372bdafebb590f859e14cd8,,"Aubry, René",A
Bobby Keys,Only The Strong,Lover's Rockin - The Lost Album,Album,2023-12-01,Suzie (03:40)/Man In The Street (04:33)/Dock Of The Bay (05:06)/Honky Tonk (04:25)/KC Song (04:11)/99½ (04:30)/Johnny You Too Bad (04:06)/Lover's Rockin (04:31)/Soul Serenade (06:34)/Only The Strong (04:01,https://i.scdn.co/image/ab67616d00001e02a75dafce2df4a51cbd39f506,,"Keys, Bobby",K
Claude Debussy,"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",Debussy: Greatest Hits,Compilation,1994-08-09,"Prélude à l'après-midi d'un faune, L. 86 (10:54)/Préludes, Book 1, L. 117: No. 8, La fille aux cheveux de lin (02:42)/Nocturnes, L. 91: No. 2, Fêtes (06:21)/Préludes, Book 1, L. 117: No. 10, La cathédrale engloutie (05:58)/Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra) (05:01)/Children's Corner, L. 113: No. 6, Golliwogg's Cake-Walk (Arr. H. Konoe for Wind Quintet) (02:30)/Rêverie, L. 68 (03:40)/Images pour orchestre, L. 122: IIc. Ibéria. Le matin d'un jour de fête (04:23)/2 Arabesques, L. 66: No. 1 in E Major (Orchestrated by M. Colombier) (04:12)/Le martyre de saint Sébastien, L. 124: No. 1, La cour de lys (01:32)/String Quartet in G Minor, Op. 10, L. 85: II. Assez vif et bien rythmé (04:01)/La mer, L. 109: No. 1, De l'aube à midi sur la mer (09:20)/La mer, L. 109: No. 2, Jeux de vagues (07:15)/La mer, L. 109: No. 3, Dialogue du vent et de la mer (08:10",https://i.scdn.co/image/ab67616d00001e02c789bcea7942e7324f18c7bb,Classical Piano/Classical,"Debussy, Claude",D
Frank Zappa,Excentrifugal Forz,Apostrophe('),Album,1974-03-22,Don't Eat The Yellow Snow (02:05)/Nanook Rubs It (04:37)/St. Alfonzo's Pancake Breakfast (01:50)/Father O'Blivion (02:17)/Cosmik Debris (04:15)/Excentrifugal Forz (01:33)/Apostrophe' (05:49)/Uncle Remus (02:49)/Stink-Foot (06:40,https://i.scdn.co/image/ab67616d00001e0285b05f4bb3c88cf252f96b68,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,"Zappa, Frank",Z
Jerry Garcia Band,Cats Under The Stars,Cats Under the Stars (Expanded),Album,1978-04-15,Rubin And Cherise (05:17)/Love In The Afternoon (04:09)/Palm Sunday (02:21)/Cats Under The Stars (05:31)/Rhapsody In Red (05:11)/Rain (05:53)/Down Home (01:46)/Gomorrah (05:26)/Magnificent Sanctuary Band - Bonus Track (03:50)/I'll Be With Thee - Bonus Track (06:01)/The Way You Do the Things You Do - Bonus Track (05:01)/Mighty High - Bonus Track (03:04)/Don't Let Go - Bonus Track (15:59)/Down Home (Rehearsal Verison) - Bonus Track (01:49)/Palm Sunday (Alternate Take) - Bonus Track (02:24,https://i.scdn.co/image/ab67616d00001e0293201d81a9ff79f7a5ab5e1f,,Jerry Garcia Band,J
Van Der Graaf Generator,Theme One - Original Mix,The Pawn Hearts Sessions,Album,1972-01-01,Theme One - Remastered 2021 (02:56)/W - Remastered 2021 (04:27)/Squid/Octopus - Remastered 2021 (15:24)/W - First Version / Remastered 2021 (05:01)/Angle Of Incidents - Remastered 2021 (04:47)/Ponker's Theme - Remastered 2021 (01:26)/Dimunitions - Remastered 2021 (06:00)/Theme One - Original Mix (03:14)/ManErg - BBC Radio One John Peel Concert / 1971 (11:14)/W - BBC Radio One John Peel Concert / 1971 (05:50)/Killer - BBC Radio One John Peel Concert / 1971 (07:56)/Refugees - BBC Radio One John Peel Session / 1971 (06:17,https://i.scdn.co/image/ab67616d00001e0215658a502332e30d47f25810,Progressive Rock/Art Rock/Symphonic Rock/Krautrock/Space Rock,Van Der Graaf Generator,V
Brian Eno,2/2 - Remastered 2004,Ambient 1: Music For Airports (Remastered 2004),Album,1978,1/1 - Remastered 2004 (17:21)/2/1 - Remastered 2004 (08:54)/1/2 - Remastered 2004 (12:07)/2/2 - Remastered 2004 (09:38,https://i.scdn.co/image/ab67616d00001e0237a379ca6520eaf191de6ff2,Ambient/Art Rock/Krautrock/Minimalism/Drone/Glam Rock,"Eno, Brian",E
Franco Battiato,Medley Last Summer Dance - Live 2003,Last Summer Dance - Live,Album,2003-10-24,Shackleton - Live 2003 (03:46)/Atlantide - Live 2003 (03:10)/Strani Giorni - Live 2003 (03:44)/Shock In My Town - Live 2003 (03:56)/Impressioni Di Settembre - Live 2003 (03:28)/L'Oceano di Silenzio - Live 2003 (03:59)/Delenda Carthago - Live 2003 (03:19)/E ti vengo a cercare - Live 2003 (03:46)/E' Stato Molto Bello - Live 2003 (03:32)/Il Mantello e La Spiga - Live 2003 (03:57)/Caffè De La Paix - Live 2003 (03:40)/La cura - Live 2003 (04:07)/Accetta il consiglio - Live 2003 (03:37)/L'incantesimo - Live 2003 (03:32)/Auto da Fé - Live 2003 (03:52)/Mesopotamia - Live 2003 (04:21)/Lode All'Inviolato - Live 2003 (03:10)/Magic Shop - Live 2003 (02:38)/Stranizza D'Amuri - Live 2003 (02:13)/La stagione dell'amore - Live 2003 (02:50)/Povera Patria - Live 2003 (03:46)/Medley Last Summer Dance - Live 2003 (08:23)/L'animale - Live 2003 (02:54)/L'era del cinghiale bianco - Live 2003 (03:02)/Cuccuruccuccu - Live 2003 (04:11)/Centro di gravità permanente - Live 2003 (04:19,https://i.scdn.co/image/ab67616d00001e025282eca272437207ee801258,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",B
Maurice Ravel,"Trois chansons, M.69: 2. Trois beaux oiseaux du Paradis",Fauré: Requiem / Debussy: Trois chansons de Charles d'Orléans / Saint-Saëns: Calme des nuits,Album,1994-01-01,"Requiem, Op. 48: 1. Introitus: Requiem aeternam - Kyrie (06:33)/Requiem, Op. 48: 2. Offertorium: Domine Jesu Christe (08:28)/Requiem, Op. 48: 3. Sanctus (I) (03:31)/Requiem, Op. 48: 4. Pie Jesu (I) (03:49)/Requiem, Op. 48: 5. Agnus Dei (I) (05:43)/Requiem, Op. 48: 6. Libera me (I) (04:43)/Requiem, Op. 48: 7. In paradisum (I) (03:16)/Calme des nuits, Op. 68, No. 1 (04:13)/Les fleurs et les arbres, Op. 68, No. 2 (02:07)/Madrigal, Op. 35 (04:19)/Des pas dans l'allée, Op. 141, No. 1 (05:20)/Trois chansons de Charles d'Orléans, L.62: 1. Dieu! qu'il a fait bon regarder! (02:33)/Trois chansons de Charles d'Orléans, L.62: 2. Quant j'ai ouy le tabourin (01:41)/Trois chansons de Charles d'Orléans, L.62: 3. Yver, vous n'estes qu'un villain (01:45)/Trois chansons, M.69: 1. Nicolette (02:07)/Trois chansons, M.69: 2. Trois beaux oiseaux du Paradis (03:21)/Trois chansons, M.69: 3. Ronde (01:45)/Les djinns, Op. 12 (04:25",https://i.scdn.co/image/ab67616d00001e026ef32b287ac9a92fcf09e667,Classical/Classical Piano/Neoclassical,"Ravel, Maurice",R
King Crimson,"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),Album,1969-10-10,"21st Century Schizoid Man - Including ""Mirrors"" (07:22)/I Talk To The Wind (06:05)/Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow"" (08:46)/Moonchild - Including ""The Dream"" and ""The Illusion"" (12:12)/The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets"" (10:02)/21st Century Schizoid Man [Bonus Track] - Radio Version (06:41)/I Talk To The Wind [Bonus Track] - Duo Version (04:45)/A Man A City [Bonus Track] - Live At the Fillmore West (11:44",https://i.scdn.co/image/ab67616d00001e02da7b326bd7ffa7b6b95b0660,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
Banco Del Mutuo Soccorso,Capolinea (1° Parte) - Live,Capolinea,Album,1980-01-01,Il Ragno - Live (05:30)/Canto Di Primavera - Live (04:57)/750.000 Anni Fa... L'Amore? - Live (04:06)/Capolinea (1° Parte) - Live (04:14)/Capolinea (2° Parte) - Live (03:28)/R.I.P. (Requiescant In Pace) - Live (04:32)/Garofano Rosso - Live (04:38)/Non Mi Rompete - Live (06:56,https://i.scdn.co/image/ab67616d00001e02b5a17758f1ed494e58cb2c17,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
The Rolling Stones,Shake Your Hips,Exile On Main Street (2010 Re-Mastered),Album,1972-05-12,Rocks Off (04:31)/Rip This Joint (02:23)/Shake Your Hips (02:59)/Casino Boogie (03:34)/Tumbling Dice (03:46)/Sweet Virginia (04:26)/Torn And Frayed (04:17)/Sweet Black Angel (02:57)/Loving Cup (04:24)/Happy (03:04)/Turd On The Run (02:37)/Ventilator Blues (03:24)/I Just Want To See His Face (02:52)/Let It Loose (05:17)/All Down The Line (03:49)/Stop Breaking Down (04:34)/Shine A Light (04:16)/Soul Survivor (03:48,https://i.scdn.co/image/ab67616d00001e02ba42bfcfeed19018b1f8cab8,Classic Rock/Rock,"Rolling Stones, The",R
Deep Purple,Hush - 1998 Remaster,Shades of Deep Purple,Album,1968-07-01,And the Address - 2000 Remaster (04:38)/Hush - 1998 Remaster (04:26)/One More Rainy Day - 2000 Remaster (03:40)/Prelude: Happiness / I'm so Glad (Medley) - 2000 Remaster (07:19)/Mandrake Root - 1998 Remaster (06:11)/Help - 2000 Remaster (06:01)/Love Help Me - 2000 Remastered Version (03:49)/Hey Joe - 2000 Remaster (07:33)/Shadows (03:38)/Love Help Me - Instrumental (03:29)/Help - Alternate Take (05:23)/Hey Joe (BBC Top Gear Session) (04:02)/Hush - Live; US TV (03:53,https://i.scdn.co/image/ab67616d00001e024489b269382c5fb10dc129ed,Hard Rock/Classic Rock/Rock,Deep Purple,D
Banco Del Mutuo Soccorso,"È Così Buono Giovanni, Ma...",Come in un'ultima cena,Album,1976-01-01,"...A Cena, Per Esempio (06:22)/Il Ragno (04:55)/È Così Buono Giovanni, Ma... (03:39)/Slogan (07:24)/Si Dice Che I Delfini Parlino (05:53)/Voilà Mida! (Il Guaritore) (06:16)/Quando La Buona Gente Dice (01:54)/La Notte È Piena (04:14)/Fino Alla Mia Porta (04:36",https://i.scdn.co/image/ab67616d00001e020fa7763169739d982072c3fb,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
Premiata Forneria Marconi,Il Mio Nome E' Nessuno,Ulisse,Album,1997-04-18,Ieri (01:38)/Andare per andare - Live (06:22)/Sei (05:58)/Il cavallo di legno (04:28)/Ulisse (06:02)/Uno In Più (05:04)/Canzone Del Ritorno (04:30)/Il Mio Nome E' Nessuno (05:45)/Lettera Al Padre (04:37)/Liberi Dal Bene Liberi Dal Male (04:40)/Domani (01:59,https://i.scdn.co/image/ab67616d00001e0234ec6effa4849b6d38d4e1e7,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,P
Arnold Schoenberg,"Quatuor À Cordes II en Fa-Sharp Mineur, Op. 10: Mässig",Schoenberg: Streichquartette I-IV,Album,2009-03-16,"Quatuor en Ré Mineur, Op. 7: Nicht zu rasch (13:18)/Quatuor en Ré Mineur, Op. 7: Kräftig (13:12)/Quatuor en Ré Mineur, Op. 7: Mässig (11:53)/Quatuor en Ré Mineur, Op. 7: Mässig 2 (07:49)/Quatuor À Cordes II en Fa-Sharp Mineur, Op. 10: Mässig (06:31)/Quatuor À Cordes II en Fa-Sharp Mineur, Op. 10: Sehr rasch (06:50)/Quatuor À Cordes II en Fa-Sharp Mineur, Op. 10: ""Litanei"" Langsam (05:55)/Quatuor À Cordes II en Fa-Sharp Mineur, Op. 10: Entrückung Sehr langsam (11:11)/Quatuor À Cordes III, Op. 30: Moderato (08:36)/Quatuor À Cordes III, Op. 30: Adagio (08:51)/Quatuor À Cordes III, Op. 30: Intermezzo, Allegro Moderato (06:52)/Quatuor À Cordes III, Op. 30: Rondo, Molto Moderato (06:10)/Quatuor À Cordes IV, Op. 37: Allegro Molto, Energico (08:32)/Quatuor À Cordes IV, Op. 37: Scherzo (Comodo) (07:13)/Quatuor À Cordes IV, Op. 37: Largo (07:52)/Quatuor À Cordes IV, Op. 37: Allegro (08:14",https://i.scdn.co/image/ab67616d00001e022a75100337b3cf4939a5ff7a,Classical,"Schoenberg, Arnold",S
Al Di Meola,Somalia,Electric Rendezvous,Album,1982,"God Bird Change (03:51)/Electric Rendezvous (07:47)/Passion, Grace & Fire (05:37)/Cruisin' (04:16)/Black Cat Shuffle (03:00)/Ritmo De La Noche (04:16)/Somalia (01:39)/Jewel Inside A Dream (04:01",https://i.scdn.co/image/ab67616d00001e02f13b4f5cac7841589af61f62,Jazz Fusion/Flamenco,"Meola Di, Al",M
The Brian Jonestown Massacre,Memory Camp,Revelation,Album,2014-05-19,"Vad Hände Med Dem? (04:41)/What You Isn't (05:29)/Unknown (01:56)/Memory Camp (05:39)/Days, Weeks and Moths (04:20)/Duck and Cover (04:43)/Food for Clouds (05:18)/Second Sighting (03:41)/Memorymix (04:36)/Fist Full of Bees (05:46)/Nightbird (03:26)/Xibalba (03:23)/Goodbye (Butterfly) (04:42",https://i.scdn.co/image/ab67616d00001e02c05791f9c0e5f5124d3240a5,Shoegaze/Psychedelic Rock/Space Rock,"Brian Jonestown Massacre, The",B
Bobby Timmons Trio,Dat Dere (Theme),In Person,Album,1989-01-01,"Autumn Leaves (07:57)/So Tired (06:24)/Goodbye (04:46)/Dat Dere (Theme) (00:55)/They Didn't Believe Me (06:47)/Dat Dere (Live) (04:30)/Popsy (06:12)/I Didn't Know What Time It Was (08:14)/Softly, As In A Morning Sunrise (05:30)/Dat Dere (Theme - Alternate) (00:56",https://i.scdn.co/image/ab67616d00001e02851b8f50fe7de402ef88de3d,Hard Bop/Jazz/Bebop,Bobby Timmons Trio,B
King Crimson,"Walk On 3 (Live in Mexico, 2017)","Meltdown (Live in Mexico, 2017)",Album,2018-10-19,"Walk On 1 (Live in Mexico, July 2017) (03:46)/Larks' Tongues in Aspic, Pt. One (Live in Mexico, July 2017) (09:28)/Neurotica (Live in Mexico, July 2017) (04:57)/Cirkus (Live in Mexico, July 2017) (07:40)/Dawn Song (Live in Mexico, July 2017) (02:19)/Last Skirmish (Live in Mexico, July 2017) (06:10)/Prince Rupert's Lament (Live in Mexico, July 2017) (02:30)/The Hell Hounds of Krim (Live in Mexico, July 2017) (03:42)/Red (Live in Mexico, July 2017) (06:42)/Fallen Angel (Live in Mexico, July 2017) (06:08)/Islands (Live in Mexico, July 2017) (09:02)/The Talking Drum (Live in Mexico, July 2017) (03:48)/Larks' Tongues in Aspic, Pt. Two (Live in Mexico, July 2017) (07:02)/Walk On 2 (Live in Mexico, July 2017) (00:38)/Indiscipline (Live in Mexico, July 2017) (07:59)/The ConstruKction of Light (Live in Mexico, July 2017) (06:05)/Epitaph (Live in Mexico, July 2017) (08:33)/Banshee Legs Bell Hassle (Live in Mexico, July 2017) (01:40)/Easy Money (Live in Mexico, July 2017) (09:56)/Interlude (Live in Mexico, July 2017) (02:47)/The Letters (Live in Mexico, July 2017) (06:12)/The Sailor's Tale (Live in Mexico, July 2017) (06:24)/CatalytiKc No. 9 (Live in Mexico, July 2017) (01:12)/Meltdown (Live in Mexico, July 2017) (04:22)/Radical Action II (Live in Mexico, July 2017) (02:28)/Level Five (Live in Mexico, July 2017) (07:08)/Starless (Live in Mexico, July 2017) (12:46)/Walk On 3 (Live in Mexico, 2017) (00:43)/Peace - An End (Live in Mexico, July 2017) (01:56)/Pictures of a City (Live in Mexico, July 2017) (08:22)/Devil Dogs Of Tessellation Row (Live in Mexico, July 2017) (03:10)/Fracture (Live in Mexico, July 2017) (11:03)/The Court of the Crimson King (Live in Mexico, July 2017) (07:03)/Heroes (Live in Mexico, July 2017) (04:42)/21st Century Schizoid Man (Live in Mexico, July 2017) (13:13)/Discipline (Live in Europe, July 2018) (05:29)/Moonchild (Live in Europe, July 2018) (02:27)/Tony's Cadenza (Live in Europe, July 2018) (01:20)/Jeremy's Cadenza (Live in Europe, July 2018) (01:06)/Breathless (Live in Europe, July 2018) (04:59)/Cool Jam (Live in Europe, July 2018) (02:31",https://i.scdn.co/image/ab67616d00001e0298c6f770a086b9571a7bc531,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
René Aubry,Noël aux Balkans,Invités sur la terre,Album,2001-09-21,Invités sur la terre (04:00)/Noël aux Balkans (02:54)/Soleils (02:45)/Brimade légère (02:23)/Matera (02:48)/D'un pas si facile (02:27)/Sept guitares (04:42)/Frénésie (03:20)/Les blés en feu (03:06)/Solitaire (03:35)/Sette Bello (02:39)/Pauvre Juliette! (01:30)/Tournelune (02:48)/Vodka m'intéresse (04:05,https://i.scdn.co/image/ab67616d00001e02fc32397188e1499b9d55b70d,,"Aubry, René",A
The Brian Jonestown Massacre,Remember Me This,The Brian Jonestown Massacre,Album,2019-03-15,Drained (03:43)/Tombes Oubliées (04:26)/My Mind Is Filled With Stuff (03:35)/Cannot Be Saved (03:58)/A Word (05:33)/We Never Had a Chance (06:11)/To Sad To Tell You (03:30)/Remember Me This (02:50)/What Can I Say (04:13,https://i.scdn.co/image/ab67616d00001e0204fa43201ac96417d19bb72b,Shoegaze/Psychedelic Rock/Space Rock,"Brian Jonestown Massacre, The",B
La coscienza di Zeno,Gatto Lupesco,La Coscienza di Zeno,Album,2018-11-13,"Cronovisione (07:36)/Gatto Lupesco (07:23)/Nei Cerchi Del Legno (I. Pinocchio, Ii, V.i.t.r.i.o.l., Iii. L'eterna Spirale Del Destino, Iv. Radici Di Una Coscienza) (13:09)/Il Fattore Precipitante (07:00)/Il Basilisco (06:19)/Un Insolito Baratto Alchemico (07:11)/Acustica Felina (09:37)/Colofonia (08:54)/09 Il Paradiso Degli Altri (09:56)/Homeworld (The Ladder) (09:33",https://i.scdn.co/image/ab67616d00001e02d84f61c669b14f19eb058b62,Progressive Rock,"Coscienza di Zeno, la",C
The Rolling Stones,Sweet Sounds Of Heaven (feat. Lady Gaga),Hackney Diamonds,Album,2023-10-20,Angry (03:46)/Get Close (04:10)/Depending On You (04:03)/Bite My Head Off (03:31)/Whole Wide World (03:58)/Dreamy Skies (04:38)/Mess It Up (04:03)/Live By The Sword (03:59)/Driving Me Too Hard (03:16)/Tell Me Straight (02:56)/Sweet Sounds Of Heaven (feat. Lady Gaga) (07:22)/Rolling Stone Blues (02:41,https://i.scdn.co/image/ab67616d00001e02683680975bf153c97ea8ad8d,Classic Rock/Rock,"Rolling Stones, The",R
John Coltrane,Body and Soul,Coltrane's Sound,Album,1964-06,The Night Has a Thousand Eyes (06:51)/Central Park West (04:11)/Liberia (06:51)/Body and Soul (05:37)/Equinox (08:07)/Satellite (05:51)/26-2 (06:13)/Body and Soul - Alternate Take (05:59,https://i.scdn.co/image/ab67616d00001e0267b13bfccfa3e7458b8ac3dc,Jazz/Hard Bop/Free Jazz/Bebop/Cool Jazz/Jazz Blues,"Coltrane, John",C
Le Orme,Oggi Verrà,Ad Gloriam,Album,1969-01-01,Introduzione (01:20)/Ad Gloriam (05:36)/Oggi Verrà (02:38)/Milano 1968 (03:15)/I Miei Sogni (03:01)/Mita Mita (02:55)/Fumo (03:32)/Senti L'Estate Che Torna (02:50)/Fiori Di Giglio (03:09)/Non So Restare Solo (05:30)/Conclusione (01:45,https://i.scdn.co/image/ab67616d00001e027890a035f78415219e3ef86e,Progressive Rock/Symphonic Rock/Art Rock,"Orme, Le",O
Banco Del Mutuo Soccorso,Non mi rompete,Io Sono Nato Libero,Album,1973-05-31,Canto nomade per un prigioniero politico (15:47)/Non mi rompete (05:07)/La città sottile (07:13)/Dopo...niente e' più lo stesso (09:54)/Traccia II (02:39,https://i.scdn.co/image/ab67616d00001e027ece70db55914c784d3080e0,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
The Beach Boys,Lonely Sea (Mono),Surfin' USA (Mono & Stereo),Album,1963-03-25,Surfin' U.S.A. (Mono) (02:30)/Farmer's Daughter (Mono) (01:53)/Misirlou (Mono) (02:06)/Stoked (Mono) (01:59)/Lonely Sea (Mono) (02:23)/Shut Down (Mono) (01:52)/Noble Surfer (Mono) (01:53)/Honky Tonk (Mono) (02:05)/Lana (Mono) (01:48)/Surf Jam (Mono) (02:13)/Let's Go Trippin' (Mono) (02:01)/Finders Keepers (Mono) (01:44)/Surfin' U.S.A. (Stereo) (02:29)/Farmer's Daughter (Stereo) (01:51)/Misirlou (Stereo) (02:06)/Stoked (Stereo) (02:01)/Lonely Sea (Stereo) (02:23)/Shut Down (Stereo) (01:51)/Noble Surfer (Stereo) (01:53)/Honky Tonk (Stereo) (02:04)/Lana (Stereo) (01:41)/Surf Jam (Stereo) (02:12)/Let's Go Trippin' (Stereo) (01:59)/Finders Keepers (Stereo) (01:39,https://i.scdn.co/image/ab67616d00001e02fe3588ec525c5242398b0234,Baroque Pop,"Beach Boys, The",B
Yusef Lateef,Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006,Eastern Sounds,Album,1961,The Plum Blossom - Rudy Van Gelder Remaster (04:55)/Blues For The Orient - Rudy Van Gelder Remaster (05:34)/Ching Miau - Rudy Van Gelder Remaster (03:14)/Don't Blame Me - Rudy Van Gelder Remaster (04:53)/Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006 (04:11)/Snafu - Rudy Van Gelder Remaster (05:36)/Purple Flower - Rudy Van Gelder Remaster (04:26)/Love Theme From The Robe - Rudy Van Gelder Remaster (03:57)/The Three Faces Of Balal - Rudy Van Gelder Remaster (02:18,https://i.scdn.co/image/ab67616d00001e0229843bbfd6ddbb6e9de10226,Jazz/Hard Bop/Free Jazz/Avant-garde,"Lateef, Yusef",L
Dream Theater,The Silent Man,Awake,Album,1994-10-03,6:00 (05:31)/Caught in a Web (05:28)/Innocence Faded (05:42)/Erotomania (06:44)/Voices (09:53)/The Silent Man (03:47)/The Mirror (06:45)/Lie (06:33)/Lifting Shadows Off a Dream (06:05)/Scarred (10:59)/Space-Dye Vest (07:29,https://i.scdn.co/image/ab67616d00001e02fa54317f77c3a22574f8517d,Progressive Metal/Progressive Rock/Metal,Dream Theater,D
Zupfgeigenhansel,Nehmt Abschied,Kein schöner Land,Album,1983-10-28,Neues Wanderlied (03:46)/Nehmt Abschied (03:19)/Fun wos lebt a jid? (02:52)/Gesang der Edellatscher (03:04)/Zogen einst fünf wilde Schwäne (03:32)/Muß i denn (03:08)/Lügenlied (05:04)/Margaritkes (02:25)/Lindenballade (08:46)/Ein schönes Land (02:34)/Dire-gelt - Live (02:32)/Tsen brider - Live (07:42,https://i.scdn.co/image/ab67616d00001e02823bf2766d1bdbde969ec581,Singer-songwriter/Folk,Zupfgeigenhansel,Z
